Author,Ulasan,cleaned_text,sentiment,confidence
@ekosutrisno3425,Gk nyangka ms gibran sangat cerdas tentang ekonomi👍,nyangka gibran cerdas ekonomi,Netral,0.40700432658195496
@sasmitamarjani8359,"Mas gibran diam2 menghanyutkan,diam itu emas,yg pada nyiyir coba skrng mau apa stlah liat debatnya mas gibran,malu sndr kan,aku tetep milih brabowo gibran.",mas gibran diam menghanyutkandiam emasyg nyiyir coba skrng stlah liat debat mas gibranmalu sndr kana tetep milih brabowo gibran,Netral,0.39741161465644836
@ketokankukuproject1240,All in pak prabowo Ngawi,all prabowo ngawi,Positif,0.4010215401649475
@dewypithas677,Dari awal sdh pilih prabowo gibran❤,sdh pilih prabowo gibran,Negatif,0.35253486037254333
@ariskisulaiman345,Kenapa ya setiap debat capres atau cawapres pasti 02 vs Everybody?<br>Keliatan takut bnget sama 02😂,debat capres cawapres everybodybrkeliatan takut bnget,Negatif,0.35077962279319763
@AliMuhammad-my9kz,Byk orang pinter di Indonesia tapi yg jujur sulit apalagi pejabat2nya,byk orang pinter indonesia jujur sulit jabat,Netral,0.4404239058494568
@widcahyo5031,"Kadang yg dianggap plonga plongo malah cerdas dan akalnya sehat, yg dipandang cerdas dan berakal sehat gimana ya..?",kadang anggap plonga plongo cerdas akal sehat pandang cerdas akal sehat gimana,Netral,0.3457886576652527
@maidikadri171,"Saya tadi dukung gibran setelah lihat debat , jadi yakin pilih anis",dukung gibran lihat debat pilih anis,Negatif,0.35702526569366455
@uunisme6581,Btw cak imin ngomong apa si😂😂😂 serius nanya,btw cak imin ngomong serius nanya,Netral,0.41082412004470825
@pakyanto9637,Prabowo Gibran...❤....yang lain....ngoceh.....tipu tipu....,prabowo gibranyang lainngocehtipu tipu,Netral,0.39108824729919434
@uripjaya8336,Keren dah jagoanqu nmr 3 🤟🤟🤟,keren dah jagoanqu nmr,Positif,0.39131033420562744
@triaji6945,Saya dukung inter scudetto,dukung inter scudetto,Positif,0.3572910726070404
@AliMuhammad-my9kz,"Siapapun presidennya Indonesia tetap gk akan pernah maju,klu gk di berantas korupsi yg masif dan sistematis.Mental pejabat Indonesia itu mental maling,rampok, garong",presiden indonesia majuklu berantas korupsi masif sistematismental jabat indonesia mental malingrampok garong,Netral,0.41118526458740234
@user-fj3cq8fs4t,Prabowo Gibran mantap,prabowo gibran mantap,Netral,0.36599162220954895
@danesh290,Prabowo Gibran semoga menang,prabowo gibran moga menang,Netral,0.36735984683036804
@junned6088,G bkln kesampaian semua,bkln,Negatif,0.38024619221687317
@petterflores2138,Mas Gibran Cerdas Skali✌🏼🫶🏼,mas gibran cerdas skali,Positif,0.3518412411212921
@TiaAdsvia29,"Sesimple, Padet, Jelas Bismillah.. 🤞🏻✌🏻🤘🏻👆🏻👉🏻🤲🏻🤍🥰🥰",sesimple padet bismillah,Netral,0.4063182771205902
@Assyifazahirach,"ANGKAT TANGAN ,,,,trus saat bicara ,,jadi ingat saat debat tahun 2014 lalu",angkat tangan trus bicara debat,Netral,0.38490214943885803
@arumzaria,"Ini nanti berapa kali debatnya,,,  kalu cuma satu kali udah keliatan siapa yang cakap cerdas siapa yang jawabnya hati hati.gibran cakap Mahfud cerdas cak Imin terlalu hati hati takut blunder",kali debat kalu kali udah liat cakap cerdas hati hatigibran cakap mahfud cerdas cak imin hati hati takut blunder,Negatif,0.3497835695743561
@NandarNajamuddin,"Di lihat dari visi misi yang telah di sampaikan sejak debat Perdana sampai sekarang, saya rasa Prabowo Gibran adalah pasangan ideal, Yang saat ini tengah di butuhkan bangsa dan negara untuk 5 sampai 10 tahun yang akan datang.",lihat visi misi debat perdana prabowo gibran pasang ideal butuh bangsa negara,Negatif,0.3705686926841736
@pokeyfrog2774,RIP Indonesia,rip indonesia,Netral,0.3534485399723053
@NandarNajamuddin,"Kita nantikan, Indonesia emas bersama Prabowo Gibran.",nanti indonesia emas prabowo gibran,Netral,0.3705933094024658
@SuwitoWito-dg8id,Prabowo Gibran (((( PRAGIB )))). Yang Wajib menjadi pemimpin indonesia EMAS,prabowo gibran pragib wajib pimpin indonesia emas,Positif,0.40978825092315674
@user-lj1el2uo1l,Ttp gama pilihan rakyat 2024 lurrr,ttp gama pilih rakyat lurrr,Netral,0.3378252387046814
@baguspramartha6166,Ngafaaallll bngttt. Keliatan sekali😅,ngafaaallll bngttt liat,Negatif,0.34574511647224426
@jackosolo123,Dgn smua penjelasan saya makin yakin bapak Mahfud md terbaik,dgn smua jelas mahfud baik,Negatif,0.3790443539619446
@rizkirahmanhakimid9432,"ditanyain regulasi sanitasi, malah jawabnya fisiknya😅, gak jelas nih paslon 2",ditanyain regulasi sanitasi fisik gak nih paslon,Netral,0.3745516836643219
@dwijoko293,"bukanya dilarang bawak atribut  kampanye dalam debat ?, oh slepet gak termasuk atribut kampanye yah?",buka larang bawak atribut kampanye debat slepet gak atribut kampanye yah,Netral,0.3522454500198364
@herurudianto6717,"Mengomentari hal pinjol kurang atau tidak fair play. <br>Yg paling cocok kita pegang adl perkataan Mafud MD , yaitu setelah di tanyakan kpd pihak berwajib, bahwa hal tsb adl PERDATA. maka jika demikian ada kejelasan yg harus ditransparasikan yg massiv ke masyarakat utk memegang pernyataan yg berwajib  bahwa itu  PERDATA yg tidak bisa dipidanakan.   <br>Kemudian , meskipun TIDAK BISA DIPIDANAKAN, masyarakat harus tau bahwa hal tsb masih bisa dibuat utk merugikan debitur  bagaimanapun caranya. Mungkin debt collector yg main kasar   dg secanggih  begal yg  profesional.",komentar pinjol fair play bryg cocok pegang adl kata mafud kpd wajib tsb adl perdata jelas ditransparasikan massiv masyarakat utk pegang nyata wajib perdata pidana brkemudian pidana masyarakat tau tsb utk rugi debitur debt collector main kasar canggih begal profesional,Positif,0.3549400269985199
@siskaanggraini7266,Cawapres 1: 5 milliar untuk desa setiap tahun.. itu hoax 😅 coba aja nanti.. kalopun iya ya gau lah ya siapa yg berkuasa dia yg korupsi 😊,cawapres milliar desa hoax coba aja kalo iya gau kuasa korupsi,Positif,0.35276666283607483
@rizkikaananda3108,Semakin yakin 01 ❤️,,Netral,1.0
@dodimustiadi9561,Prabowo Gibran yessss,prabowo gibran yessss,Netral,0.4073592722415924
@uwakeron2253,🎉bsmlhcobatayakancawapepersdimanapersatuanbangsainonesia,bsmlhcobatayakancawapepersdimanapersatuanbangsainonesia,Positif,0.3642261028289795
@Pemburuzionis23,gibran 3 mic keren beda dari yg lain jadi curiga,gibran mic keren beda curiga,Netral,0.4167155921459198
@vizeath,"Saya tidak tinggal di Indonesia, tapi saya tidak setuju sih kalo kota-kota di Indonesia dibikin seperti Jakarta... Sekarang aja di kota-kota kecil sudah terjadi kemacetan dimana-mana, bahkan banjirpun mulai menggenangi perkotaan-perkotaan kecil... Karena semua warganya ingin memiliki rumah sendiri-sendiri, akhirnya kebun-kebun yang dulu hijau dibabat habis, didirikan rumah semua... akhirnya air hujannya gak kemana-mana, menggenangi jalan raya karena kanan kirinya bangunan konkrit semua...",tinggal indonesia tuju sih kalo kotakota indonesia bikin jakarta aja kotakota macet dimanamana banjir genang perkotaanperkotaan warga milik rumah sendirisendiri kebunkebun hijau babat habis diri rumah air hujan gak kemanamana genang jalan raya kanan kiri bangun konkrit,Netral,0.336273729801178
@rajeg17,IKN cuma bikin untung pembisnis,ikn bikin untung bisnis,Netral,0.40135520696640015
@wilmannekad9776,Namax mausia tambah banyak ya wajarlah hutan dibangun pemukiman,namax mausia wajar hutan bangun mukim,Netral,0.3742690682411194
@raniafauziah273,All in PRABOWO. Muhaimin guya guyu ae lek ngomong😂😂😂,all prabowo muhaimin guya guyu lek ngomong,Netral,0.388166606426239
@dimasbima210,ALL IN PRABOWO - GIBRAN 🤙,all prabowo gibran,Negatif,0.3521614670753479
@denaploy8391,"Acara seperti ini dananya dari mana ya, dana dari partai atau uang rakyat, kalau pake uang rakyat enak banget mereka semua itu, duit rakyat habis kalau ada yang jadi kalau masih dari partai ya partai yang mengendalikan siapapun, partai tau masih bisa bohongin dan begoin rakyat, tapi rakyat gak ada yang sadar dan ngeh",acara dana dana partai uang rakyat pake uang rakyat enak banget duit rakyat habis partai partai kendali partai tau bohongin begoin rakyat rakyat gak sadar ngeh,Negatif,0.36674439907073975
@SIDOLIPARJALANG,Maju pak prabowo vs gibran.. hidup paslon 2.,maju prabowo gibran hidup paslon,Netral,0.4295389950275421
@jeje3203,Samsul materi debatnya dapet dari RK ya sul😂😂,samsul materi debat dapet sul,Netral,0.3820478916168213
@user-tb2jb6gz2d,Pak mahput apa visi misi kok GK di papar kan😮😮😮,mahput visi misi papar,Positif,0.3689667582511902
@user-qr2qh9ln7x,Gibran ku keren bingits ❤,gibran keren bingits,Negatif,0.394588440656662
@riskicahyaprtm9621,MAHFUD MD NO COUNTER🔥❤,mahfud counter,Negatif,0.4746696949005127
@srynurhasanah1972,🎉,,Netral,1.0
@nuroktavia2096,❤🎉,,Netral,1.0
@boxacademy1465,Yakin di paslon nomor 2,paslon nomor,Netral,0.40395697951316833
@user-lq6vt1xr5n,Pak prabowo sama gibran mak nyos 👍👍👍,prabowo gibran mak nyos,Positif,0.36224278807640076
@honeybadger7813,Prabowo Gibran,prabowo gibran,Positif,0.43251389265060425
@dikafirmanm1109,All in prabowo gibran🎉,all prabowo gibran,Negatif,0.3521614670753479
@user-ke3yx6qx2i,"MUSTAHIL PENCAPAIAN VISI MISI INDONESIA EMAS.... SELAMA HUKUM MASIH BOBROOOKKK<br><br>ATURAN2 SEMAKIN TUMPANG TINDIH<br><br>INGAT...!!! MK SUDAH MATI<br><br>JANGAN SAMPE NEGERI INI DIKUASAI &quot;DINASTI&quot; YG TAK PATUH ATURAN HUKUM<br><br>JANGAN SAMPE SDM ANAK MUDA RENDAH, DIATAS KEKUASAAN SAMSUL",mustahil capai visi misi indonesia emas hukum bobroookkkbrbraturan tumpang tindihbrbringat matibrbrjangan sampe negeri asai quotdinastiquot patuh atur hukumbrbrjangan sampe sdm anak muda rendah atas kuasa samsul,Netral,0.37716132402420044
@amaliasyarief4814,Apasih😅,apasih,Netral,0.42945313453674316
@user-ke3yx6qx2i,@@amaliasyarief4814 apa cil bocil,cil bocil,Negatif,0.39547044038772583
@tegarcakepRidho31,"Saya yakin settingan karna tadinya g ada debat,,Bawaslu buat pertanyaan 2 tersebut udah di lest duluan sebelum tayangan debat wapres..pak Mahfud tetap di bawah nya Gibran Karena mereka pelengkap nya .satu proyek nanti juga barter proyek Mentri",settingan karna debatbawaslu udah lest duluan tayang debat waprespak mahfud nya gibran lengkap nya proyek barter proyek tri,Netral,0.3477323055267334
@nurulnovitasari1957,Mantap pak Muhaimin dan pak Mahfud MD👍👍👍,mantap muhaimin mahfud,Netral,0.36895304918289185
@ekaputri9444,Semakin yakin memilih pak prabowo gibran.. <br>Indonesia butuh pemimpin yang tidak sekedar pinter ngomong saja tapi butuh yang berpengalaman dan mengetahui kondisi di lapangan sebenarnya🎉❤,pilih prabowo gibran brindonesia butuh pimpin dar pinter ngomong butuh alam kondisi lapang,Positif,0.3830447196960449
@anginbesar6854,"Kk,i,😊k,,,,",kkik,Negatif,0.36024171113967896
@juli-sy9sw,Ngk bisa bohong ekspresi wajah Gibran seperti memvalidasi dari pengalaman dan pengetahuan yg dilakukan selama ini,ngk bohong ekspresi wajah gibran memvalidasi alam tahu,Positif,0.3443424701690674
@Tegallaka2,"Lebih bagus debat cawapres dari pada capres nya , debat capres debat nya 5 tahunan lagi2 tanya soal ham, sama kaya main keroyok ke Paslon no urut 2",bagus debat cawapres capres nya debat capres debat nya tahun ham kaya main keroyok paslon urut,Netral,0.36595067381858826
@fauziahharahap8478,"Smua visi misi Capres dan cawapres baik untuk masyarakat namun sayang nya tidak brjlan semestinya, semoga visi ada prtambahan siapapun yg trplih untuk lebih memperketat pengawasan ke instansi pusat hingga daerah,agar brjalan baik sesuai sasaran dan program",smua visi misi capres cawapres masyarakat sayang nya brjlan mesti moga visi prtambahan trplih ketat awas instansi pusat daerahagar brjalan sesuai sasar program,Positif,0.40904366970062256
@adedjuhana6696,dulu bilang mau jual martabak saja tapi karena babeh dan uncle ngasih kemudahan boleh juga tuh cawapres diembat juga,bilang jual martabak babeh uncle ngasih mudah tuh cawapres embat,Positif,0.35035374760627747
@Tegallaka2,ciye ciye panas,ciye ciye panas,Netral,0.41469240188598633
@user-ry5dv8je6f,"Mahfud ga ngerti bahasa hukumnya sendiri<br><br>Gw ngerti apa mksud gibran,kaya omni bus law bus berjalan lambat<br>Carbon itu mesin mobil modern qta tak perlu bicarakan naskah pak mahfud<br><br>Lu artiin mksud gibran,saya tau maknanya sama sperti pak mahfud mengajarkan bis berjalan dlm bahasa hukum,wkwk<br><br><br>Malam ini full gibran yah??",mahfud ngerti bahasa hukum sendiribrbrgw ngerti mksud gibrankaya omni bus law bus jalan lambatbrcarbon mesin mobil modern qta bicara naskah mahfudbrbrlu artiin mksud gibransaya tau makna sperti mahfud ajar bis jalan dlm bahasa hukumwkwkbrbrbrmalam full gibran yah,Negatif,0.3768209218978882
@anom_ABS,Reinkarnasi Jokowi sdh di depan mata 😂😂😂😂..... mantap Gibran,reinkarnasi jokowi sdh mata mantap gibran,Netral,0.3889767527580261
@agusnuswantoro9874,"Biarpun sering di olok2 sering di bully, saya tetep pilih no 2<br>Lanjutkan program pak jokowi...<br>👍👍👏👏👏❤️",biarpun olok bully tetep pilih brlanjutkan program jokowibr,Netral,0.3537105321884155
@vizeath,"Masyarakat gak perlu saling berdebat, mungkin setelah pemilu usai, ketiga paslon berteman baik &amp; bekerja sama... Sedangkan masyarakatnya tetap musuhan...",masyarakat gak debat milu tiga paslon teman amp masyarakat musuh,Netral,0.37187278270721436
@maleeesmasak,Ga juga,,Netral,1.0
@EL1Y2H1W,02 🎉,,Netral,1.0
@wahyuparemanita4483,Amin bilang 5 M tiap desa....uangnya dari mana....😃,amin bilang desauangnya,Negatif,0.3689112961292267
@user-bc7vm8sn6s,Slepet n angin tidak ounya ktp 🤣🤣🤣🤣,slepet angin ounya ktp,Netral,0.3673636019229889
@nanangnanang5851,Gibran sudah menunjukan pada Indonesia  bahwa beliau sudah sangat  layak menjadi wapres RI... Salam Prabowo - Gibran dari Batam,gibran tunjuk indonesia beliau layak wapres salam prabowo gibran batam,Netral,0.3661327362060547
@anggabivaquascape-zh8zm,"Dia kasih pertanyaan yg menurut dia sulit (meremehkan) tapi singkatan SGIE nya itu pake bahasa indonesia sedangkan pengertiannya bahasa inggris, mendadak otak aing nglag hanjay 😂 Pengucapan dan pengertiannya berbenturan anak muda 🤣",kasih sulit remeh singkat sgie nya pake bahasa indonesia erti bahasa inggris dadak otak aing nglag hanjay ucap erti bentur anak muda,Negatif,0.3735341429710388
@ibnuwaluyo5796,"Mahfud dan cak iminvvisinya masih ngawang2 nggak jelas, visi Gibran paling jelas. Maaf, saya pindah ke gibran aja",mahfud cak iminvvisinya ngawang nggak visi gibran maaf pindah gibran aja,Positif,0.35391250252723694
@AliMuhammad-my9kz,Calon rampok2 negara,calon rampok negara,Negatif,0.39088958501815796
@codex7158,Slepet mulu😂,slepet mulu,Netral,0.410802960395813
@SazkyadewiDewi,2,,Netral,1.0
@SazkyadewiDewi,2,,Netral,1.0
@endrawongdeso4967,"Kemarin aku dukung no 3, skrg pindah no 2, wis aku ttp no 2",kemarin dukung skrg pindah wis ttp,Negatif,0.4079771637916565
@rizkirahmanhakimid9432,"ngibul belum ada yang masuk investor, baru bentuk janji",ngibul masuk investor bentuk janji,Netral,0.40138378739356995
@user-me8nc7dy2h,"❤️ Mas Gibran,buktikan di bahwa Mas Gibran selaku anak mudah yg handal💪💪💪",mas gibranbuktikan mas gibran anak mudah handal,Netral,0.3587214946746826
@gheniaanantaputri592,Wkwkw btw pinjol pinjam 500 rb ga sampe 200 juta pak .. plis deh🤣🤣🤣🤣🤣,wkwkw btw pinjol pinjam sampe juta plis deh,Positif,0.34067532420158386
@anisarfb,"Semoga besok pak mahfud bisa jadi menteri lagi, cerdas banget beliau ini",moga besok mahfud menteri cerdas banget beliau,Negatif,0.3526066839694977
@attaguyanggaye8533,Hahahahahah😂,hahahahahah,Negatif,0.3554241955280304
@zenzenuddin7372,Ada yg jual sate pas lagi debat,jual sate pas debat,Netral,0.36529824137687683
@user-zv5hv9kn5v,Tetap no1,,Netral,1.0
@YoutubSederhana,Aj ga masuk min imin 😂,masuk min imin,Positif,0.382109671831131
@arisdanarto8354,"Cape2 scrol komen smpe bawah ternyata sama dengan sy pilihannya dri awal,,,pak prabowo dan mas gibran",cape scrol komen smpe pilih dri awalpak prabowo mas gibran,Netral,0.3579948842525482
@idayakub6093,Hebat ms gibran❤❤❤❤,hebat gibran,Negatif,0.36021941900253296
@arisapto1301,"kami dari surabaya tetap prabowo dan gibran <br>untuk saat ini NO Banteng dulu ya maksih , pak mahfud bagus tapi slah partai,<br>biar selesai kerjaan dari pesiden jokowi yang selama ini kerjakan biar di lanjutkan oleh prabowo dan gibran Aamiin",surabaya prabowo gibran bruntuk banteng maksih mahfud bagus slah partaibrbiar selesai kerja pesiden jokowi kerja biar lanjut prabowo gibran aamiin,Positif,0.36634886264801025
@sugiantolava7626,Rakyat boleh ngomong.debat namanya debat.era reformasi.saya wong deso yang takpunya titel seperti bapak sekalian.tapi saya mendengar omongan bapak bapak di media.sepertinya unsur kemanusiaannya  tak ber kembang.yang terlihat kesenjangan.contoh yang jadi tukang cuci kepet siapa(pembantu rumah tsngga) bahkan sampai diexpor keluar negri.kalo sayaboleh ngomong pribumi jadi budak dinegri sendiri.dengan kekayaan alam yang tak ter hingga tapi yang panen asing contoh priport.dikarenakan tak berdays di bidang tehnonologi.akankah terus seperti ini.para petinggi hanya mengolah kata kata doang.kasihan rakyat terus terus dibawa kealam kebodohan.yang pasti saya punya pilihan pemilu nanti itupun kalau ter daftar.2019 lalu sayahadir ditps bawa ktp sukarela.salam nkri semoga akan lebih baik ❤.,rakyat ngomongdebat nama debatera reformasisaya deso takpunya titel sekaliantapi dengar omong mediasepertinya unsur manusia ber kembangyang kesenjangancontoh tukang cuci kepet siapapembantu rumah tsngga diexpor negrikalo sayaboleh ngomong pribumi budak dinegri sendiridengan kaya alam ter panen asing contoh priportdikarenakan berdays bidang tehnonologiakankah inipara petinggi olah doangkasihan rakyat bawa alam kebodohanyang pilih milu itu ter daftar sayahadir ditps bawa ktp sukarelasalam nkri moga,Positif,0.3444564938545227
@tegarcakepRidho31,Ite sedikit masyarakat yang tau rasanya rakyat amin amin aja,ite masyarakat tau rakyat amin amin aja,Netral,0.4335191547870636
@hendradharya5806,Slepet😅,slepet,Netral,0.3592640161514282
@abdussalam335,🤟🤟👏,,Netral,1.0
@yohanes2338,"Mas Gibran , menambah buanyak suara,✌️✌️✌️✌️✌️✌️✌️✌️✌️",mas gibran tambah buanyak suara,Positif,0.35973137617111206
@user-sd3db1lu2s,Perabowo giberan pilihan kami semua.,perabowo giberan pilih,Negatif,0.3567538857460022
@umarlistiawan7223,"Dari dulu sampek beberapa kali pilres saya mendukung pak Prabowo Subianto 👍👍👍,,sampai saat ini pun tetap pak Prabowo Subianto",sampek kali pilres dukung prabowo subianto prabowo subianto,Positif,0.36421048641204834
@Camell16-nn9yv,Debat yg sagat bermakna menambah wawasan anak bangsa mantap ....,debat sagat makna tambah wawas anak bangsa mantap,Positif,0.40748247504234314
@mikaaprilia6262,Mas Gibrannnn bismillah 1 putaran 🫰🏻,mas gibrannnn bismillah putar,Netral,0.40816283226013184
@aggressive9991,Wakil nomor 2 suaranya mirip jokowi 😮,wakil nomor suara jokowi,Netral,0.37652063369750977
@papajahara9014,"Cak Imin dulu bukan cuma ikut potong tumpengnya, tapi itu nasi kuning dia juga sudah telan sayang....wkwkkwk 🤣🤣🤣",cak imin potong tumpeng nasi kuning telan sayangwkwkkwk,Netral,0.37065252661705017
@tegarcakepRidho31,Makanya siang gratis biaya penikmat nya kaum pegawai saja rakyat buat korban,siang gratis biaya nikmat nya kaum pegawai rakyat korban,Positif,0.35953089594841003
@AkhirulWalid-mx9rl,Muhaimin lemah atau memang masih buta tentang hitungan APBN ato sengaja cuma naik menjadi 6 ℅.jika kata pak mahfud hrsnya bisa 7℅ apa  yg 1℅ buat bancak an  😅😂🤣<br>Haha...Muhaimin ternyata mengakui keberhasilan Gibran.. Jelas kalah set kalah langkah mengelola pemerintahan. Tanya trik yaaa  itu rahasia dapur pemda lah cak cak imin. Gimana sih! <br>Begini kok mau di pilih.<br>Ajuuur reek<br>Pilih sing waras ae rek!!,muhaimin lemah buta hitung apbn ato sengaja mahfud hrsnya bancak brhahamuhaimin aku hasil gibran kalah set kalah langkah kelola perintah trik yaaa rahasia dapur pemda cak cak imin gimana sih brbegini pilihbrajuuur reekbrpilih sing waras rek,Negatif,0.3378649652004242
@usmorobagusbagus5145,"mahfud ngusulin undang undang prampasan aset yang ngusulin sekarang di gandeng sama banteng ga bakal berjalan undang undang itu pak, 😂😂",mahfud ngusulin undang undang prampasan aset ngusulin gandeng banteng jalan undang undang,Netral,0.379355251789093
@sc-rahayuwidiyanti5808,"Mantep banget bapak gibran visi misi sampai debat sudah saya tonton di televisi kemarin, dan yah.. bagus banget, cara menjelaskan dan bertanya. Stunting itu juga terkait masalah sosial.. wow..<br><br>Wakil memberi ide, dan pemimpin yang mengesahkan nya sehingga semua yang baik dilaksanakan oleh semuanya. Alhamdulillah..",mantep banget gibran visi misi debat tonton televisi kemarin yah bagus banget stunting kait sosial wowbrbrwakil ide pimpin kesah nya laksana alhamdulillah,Negatif,0.3480914533138275
@tiojawa5774,"aku heran ya pada netizen,awal pertama slalu menjelekan Gibran entah di sebut anak apa,tapi giliran ada kecerdasan dalam pikiran Gibran,",heran netizenawal slalu jelek gibran anak apatapi gilir cerdas pikir gibran,Netral,0.3682176470756531
@MisterKang-wr7oe,Selepet modar😂😂😂,lepet modar,Positif,0.4167230725288391
@imutgendut8914,gibran asli tegas lugas cerdas dan to the point,gibran asli lugas cerdas the point,Netral,0.419551819562912
@user-xk7vp9qh7p,"Cerdas dan sigap putra jokowi,maju terus indonesia pasti sukses dan makmur",cerdas sigap putra jokowimaju indonesia sukses makmur,Netral,0.4224114716053009
@rimamarisha6125,No 3 bnyk ceritaaaaaa,bnyk ceritaaaaaa,Netral,0.36048638820648193
@raedyapril4516,Ngeri 5m / desa per tahunya keren,ngeri desa tahu keren,Negatif,0.34485048055648804
@agungiswanto8597,milih nomor 1 nanti angka korupsi pasti akan meningkat<br>mending pilih 2 untuk pembangunan,milih nomor angka korupsi meningkatbrmending pilih bangun,Netral,0.3652469515800476
@motivasiislam23,Cak imin tolong liat waktu wkwk,cak imin tolong liat wkwk,Netral,0.355794757604599
@renald32,Berapa kali cak imin bilang slepet? Wkwkwkwk😅😅,kali cak imin bilang slepet wkwkwkwk,Netral,0.3609715700149536
@diditpowermetal616,waktunya Indonesia di pimpin oleh kolaborasi antar yg senior dan anak muda  . dengam ide2 dan kreativitas serta penggalaman berpolitik akan menjadi satu kolaborasi yg sangat pas,indonesia pimpin kolaborasi senior anak muda dengam ide kreativitas penggalaman politik kolaborasi pas,Netral,0.4146658778190613
@Mojosarians27,dulu ganjar sekarang fix 100% prabowo gibran,ganjar fix prabowo gibran,Positif,0.4065737724304199
@rachmafitriana2139,soal bocor n kesayangan si nganu jelas d dril apalane.. mantap.. terhilat sekali hapalannya,bocor sayang nganu dril apalane mantap terhilat hapalannya,Negatif,0.38633492588996887
@taopikgunawan6258,Prabowo gibran,prabowo gibran,Positif,0.43251389265060425
@user-vc6ir2fn6l,akan ku lakukan untuk pak prabowo akan ku berikan suara untukmu asal jangan kau pergi tinggalkan aku kumohon pdamu.  bissmilah 2024 prabowo gibran presidennya aamiin aamiin yarabbalalamin,laku prabowo suara untuk kau pergi tinggal mohon pdamu bissmilah prabowo gibran presiden aamiin aamiin yarabbalalamin,Positif,0.3398929834365845
@MuhammadRizal-eq8ws,Saat nya anak2 muda bisa maju...go go go prabowo-gibran❤❤❤❤,nya anak muda majugo prabowogibran,Netral,0.44088274240493774
@lordcyber8018,2 GASSSS KAN,gassss,Negatif,0.4267323911190033
@bitcoinlovers8379,"anak kecil mau mimpin negara,, infrastruktur sosialnya MAKAN GRATIS,, makan makan makan,, kenyang, gak usah kerja 🤣🤣🤣🤣<br>kalo mau nyapress tu mikirr dulu, di lihat dulu, udah cukup belum ilmunya, udah banyak belum pengalaman memimpinya, ,, buyaarrr negaraa di pimpin anak kecil..",anak mimpin negara infrastruktur sosial makan gratis makan makan makan kenyang gak kerja brkalo nyapress mikirr lihat udah ilmu udah alam mimpi buyaarrr negaraa pimpin anak,Negatif,0.3763711750507355
@ShendNuruliman,Diperhatikan dr awal yang menyerang itu hanya gibran. Dan buzernya bertepuktangan.,perhati serang gibran buzernya bertepuktangan,Netral,0.3982129693031311
@zemlumayaferdianbagus5772,❤❤❤ love parabowo Gibran ❤,love parabowo gibran,Netral,0.46261608600616455
@bellawandanah5721,Awalnya aku pilih anies lihat kepintaran gibran aku sekarang yakin pindah nomor 2,pilih anies lihat pintar gibran pindah nomor,Netral,0.36166253685951233
@raedyapril4516,Kelas Mahfud MD and imin,kelas mahfud and imin,Positif,0.33551040291786194
@ElzioArkatamaPurba-xl9jp,"Saya kutip dr ungkapan pak mahfud, berarti bisa dong ya kita galbay 🤣🤣🤣",kutip ungkap mahfud galbay,Netral,0.3788663148880005
@athidina1785,Gus aku antara pengen ngguyu karo nangis gus… tenan ngringoknane😩😩😩,gus ken ngguyu karo nang gus tenan ngringoknane,Netral,0.39378291368484497
@mahabubarru6802,"Saya tidak banyak kata,pragib/yang terbaik prabowo gibran doaku selalu menyertaimu.",katapragibyang baik prabowo gibran doa serta,Netral,0.3784577250480652
@ridwansoleh6069,Gibran mantul,gibran mantul,Positif,0.3795795440673828
@user-vc6ir2fn6l,2024 prabowo  gibran presidennya aamiin,prabowo gibran presiden aamiin,Netral,0.34893184900283813
@artomoro-ju8bi,"MENURUT KAMI GIBRAN TERLALU AMBISIUS , DILIHAT DARI PENYAMPAIANNYA MIRIP PRABOWO AJA ,LAIN DENGAN GUSMUHAIMIN DAN MAHFUD MD.",gibran ambisius sampai prabowo aja gusmuhaimin mahfud,Netral,0.43272095918655396
@dadangkoneloontheroad3737,Jarang banyak berbicara..sehingga di remehkan. Sekalinya berbicara di debat cawapres.. Gibran menunjukkan kapasitasnya. Sungguh di luar prediksi. Keren mas gibran,jarang berbicarasehingga remeh sekali bicara debat cawapres gibran kapasitas sungguh prediksi keren mas gibran,Positif,0.4175015985965729
@kuiscerdasceria,setuju,tuju,Negatif,0.3777844309806824
@josjos6288,Diluar prediksi bmkg,luar prediksi bmkg,Positif,0.3875386118888855
@ahmadfaisal9544,40 kota selevel jkt.. Ya Allah  Cak imin Asbuuun  banget. 😂,kota level jkt allah cak imin asbuuun banget,Netral,0.4305203855037689
@dianprogame8552,"40 kota selevel Jakarta berarti 40 kota selevel IKN, tapi IKN gak setuju<br>😂😂😂.... dan apakah mampu membangun 40 kota itu? Ngawur abis, harusnya paslon Amin ngopi dulu sebelum debat biar gak ngawur",kota level jakarta kota level ikn ikn gak setujubr bangun kota ngawur abis paslon amin ngopi debat biar gak ngawur,Netral,0.38140448927879333
@Starbust10,Ampir sama ga sih sama &quot;DP RUMAH 0 RUPIAH&quot; 😂,ampir sih quotdp rumah rupiahquot,Positif,0.35827213525772095
@isengaja6632,"cawapres paling tidak bermutu cak imin....bikin malas, jagoku kok koyo ngene",cawapres mutu cak iminbikin malas jago koyo ngene,Netral,0.3821566104888916
@vitaziny_2798,Banyak yg ngawur paslo 3 tuh. Kaya berdongeng 😅 malah bilang BBM gratis 😂,ngawur paslo tuh kaya dongeng bilang bbm gratis,Netral,0.37335675954818726
